date,currency_code,name,local_price,dollar_ex,dollar_price
2014-07-01,MYR,Malaysia,7.63,3.1675,240.883.977.900.553
2014-07-01,NOK,Norway,48.0,6.1873,775.782.651.560.455
2014-07-01,NZD,New Zealand,5.7,1.152.737.752,494.475.000.069.227
2014-07-01,PKR,Pakistan,300.0,98.68,304.012.971.220.105
2014-07-01,PEN,Peru,10.0,27.880.000.000.000.000,35.868.005.738.880.800
2014-07-01,PHP,Philippines,160.0,43.205,37.032.750.839.023.200
2014-07-01,PLN,Poland,9.2,3.0714,299.537.670.117.862
2014-07-01,RUB,Russia,89.0,3.483.725,25.547.366.683.650.400
2014-07-01,SAR,Saudi Arabia,11.0,375.035,29.330.595.811.057.500
2014-07-01,SGD,Singapore,4.7,1.238,37.964.458.804.523.300
2014-07-01,SEK,Sweden,40.7,6.836,59.537.741.369.221.700
2014-07-01,THB,Thailand,99.0,31.78,31.151.667.715.544.300
2014-07-01,TRY,Turkey,9.25,209.125,442.319.187.089.062
2014-07-01,TWD,Taiwan,79.0,29.982,26.349.142.819.024.800
2014-07-01,UAH,Ukraine,19.0,11.685,16.260.162.601.626
2014-07-01,UYU,Uruguay,113.0,22.97,491.946.016.543.317
2014-07-01,USD,United States,4.795,1.0,4.795
2014-07-01,VND,Vietnam,60000.0,21230.0,282.618.935.468.676
2014-07-01,ZAR,South Africa,24.5,10.5145,233.011.555.471.016
2015-01-01,AED,UAE,13.0,367.305,35.392.929.581.682.700
2015-01-01,ARS,Argentina,28.0,8.61,32.520.325.203.252
2015-01-01,AUD,Australia,5.3,1.227.219.734,431.870.499.892.076
2015-01-01,BRL,Brazil,13.5,259.275,520.682.672.837.721
2015-01-01,CAD,Canada,5.7,122.855,463.961.580.725.245
2015-01-01,CHF,Switzerland,6.5,86.165,754.366.622.178.379
2015-01-01,CLP,Chile,2100.0,627.485,33.466.935.464.592.700
2015-01-01,CNY,China,17.2,6.2115,27.690.573.935.442.200
2015-01-01,COP,Colombia,7900.0,2364.98,33.404.087.983.830.600
2015-01-01,CRC,Costa Rica,2150.0,536.09,401.052.062.153.743
2015-01-01,CZK,Czech Republic,70.45,2.413.325,29.192.089.751.691.000
2015-01-01,DKK,Denmark,34.5,6.4174,537.600.897.559.759
2015-01-01,EGP,Egypt,16.93,735.005,23.033.856.912.538
2015-01-01,EUR,Euro area,3.68,8.630.734.040.000.000,426.383.200.194.175
2015-01-01,GBP,Britain,2.89,6.615.944.429.999.990,436.823.499.740.308
2015-01-01,HKD,Hong Kong,18.8,775.135,242.538.396.537.377
2015-01-01,HUF,Hungary,860.0,27.139.345,316.883.108.269.562
2015-01-01,IDR,Indonesia,27939.0,12480.0,223.870.192.307.692
2015-01-01,INR,India,116.25,61.615,188.671.589.710.298
2015-01-01,ILS,Israel,17.5,393.415,44.482.289.694.088.800
2015-01-01,JPY,Japan,370.0,117.765,314.185.029.507.918
2015-01-01,KRW,South Korea,4100.0,1083.3,37.847.318.379.027.000
2015-01-01,LKR,Sri Lanka,350.0,131.875,265.402.843.601.896
2015-01-01,MXN,Mexico,49.0,146.275,33.498.547.256.879.100
2015-01-01,MYR,Malaysia,7.63,3.6155,211.035.818.005.808
2015-01-01,NOK,Norway,48.0,7.6225,629.714.660.544.441
2015-01-01,NZD,New Zealand,5.9,1.313.283.866,449.255.500.105.261
2015-01-01,PKR,Pakistan,300.0,100.735,29.781.108.849.952.700
2015-01-01,PEN,Peru,10.0,3.008,332.446.808.510.638
2015-01-01,PHP,Philippines,163.0,44.41,367.034.451.700.068
2015-01-01,PLN,Poland,9.2,3.7066,24.820.590.298.386.600
2015-01-01,RUB,Russia,89.0,65.227,136.446.563.539.639
2015-01-01,SAR,Saudi Arabia,11.0,3.7569,29.279.459.128.536.800
2015-01-01,SGD,Singapore,4.7,133.315,35.254.847.541.537.000
2015-01-01,SEK,Sweden,40.7,819.145,496.859.530.363.977
2015-01-01,THB,Thailand,99.0,32.605,303.634.411.900.015
2015-01-01,TRY,Turkey,9.25,233.345,39.640.875.099.102.200
2015-01-01,TWD,Taiwan,79.0,31.493.000.000.000.000,250.849.395.103.674
2015-01-01,UAH,Ukraine,19.0,15.822.000.000.000.000,12.008.595.626.343.100
2015-01-01,UYU,Uruguay,113.0,24.425,462.640.736.949.846
2015-01-01,USD,United States,4.79,1.0,4.79
2015-01-01,VND,Vietnam,60000.0,21380.0,28.063.610.851.262.900
2015-01-01,ZAR,South Africa,25.5,1.147.875,222.149.624.305.782
2015-07-01,AED,UAE,13.0,367.295,353.938.931.921.208
2015-07-01,ARS,Argentina,28.0,9.135,306.513.409.961.686
2015-07-01,AUD,Australia,5.3,135.126.005,39.222.649.999.901.800
2015-07-01,BRL,Brazil,13.5,315.235,428.251.939.029.613
2015-07-01,CAD,Canada,5.85,1.2897,453.593.859.036.985
2015-07-01,CHF,Switzerland,6.5,9.528,682.199.832.073.888
2015-07-01,CLP,Chile,2100.0,642.45,326.873.686.668.223
2015-07-01,CNY,China,17.0,6.2092,273.787.283.385.943
2015-07-01,COP,Colombia,7900.0,2708.9,291.631.289.453.284
2015-07-01,CRC,Costa Rica,2150.0,533.3,40.315.019.688.730.600
2015-07-01,CZK,Czech Republic,70.0,2.470.225,283.374.996.204.799
2015-07-01,DKK,Denmark,34.59,681.105,507.851.212.368.137
2015-07-01,EGP,Egypt,16.93,783.005,21.621.828.723.954.400
2015-07-01,EUR,Euro area,3.7,9.127.002.240.000.000,405.390.499.827.466
2015-07-01,GBP,Britain,2.89,640.450.877,4.512.446.002.943.010
2015-07-01,HKD,Hong Kong,19.2,7.7508,247.716.364.762.347
2015-07-01,HUF,Hungary,900.0,2.828.778,31.815.858.296.409.300
2015-07-01,IDR,Indonesia,30500.0,13344.5,228.558.582.187.418
2015-07-01,INR,India,116.25,63.43,183.272.899.259.026
2015-07-01,ILS,Israel,17.5,377.835,463.165.138.221.711
2015-07-01,JPY,Japan,370.0,123.935,298.543.591.398.717
2015-07-01,KRW,South Korea,4300.0,1143.5,376.038.478.355.925
2015-07-01,LKR,Sri Lanka,350.0,133.85,261.486.738.886.814
2015-07-01,MXN,Mexico,49.0,1.573.975,31.131.371.209.834.900
2015-07-01,MYR,Malaysia,7.65,3.8065,200.972.021.542.099
2015-07-01,NOK,Norway,46.0,814.255,56.493.358.960.031
2015-07-01,NZD,New Zealand,5.9,1.509.092.281,390.963.499.998.182
2015-07-01,PKR,Pakistan,350.0,101.7,344.149.459.193.707
2015-07-01,PEN,Peru,10.0,3.1835,314.119.679.597.927
2015-07-01,PHP,Philippines,163.0,452.125,36.051.976.776.334
2015-07-01,PLN,Poland,9.6,3.7736,25.439.898.240.407.000
2015-07-01,RUB,Russia,107.0,56.815,18.833.054.651.060.500
2015-07-01,SAR,Saudi Arabia,12.0,375.055,319.953.073.549.213
2015-07-01,SGD,Singapore,4.7,1.3664,34.396.955.503.512.900
2015-07-01,SEK,Sweden,43.7,852.265,5.127.513.156.119.280
2015-07-01,THB,Thailand,108.0,340.875,31.683.168.316.831.700
2015-07-01,TRY,Turkey,10.25,2.6457,38.742.109.838.606
2015-07-01,TWD,Taiwan,79.0,31.02,25.467.440.361.057.400
2015-07-01,UAH,Ukraine,34.0,21.95,154.897.494.305.239
2015-07-01,UYU,Uruguay,113.0,27.345,41.323.825.196.562.400
2015-07-01,USD,United States,4.79,1.0,4.79
2015-07-01,VND,Vietnam,60000.0,21810.0,275.103.163.686.382
2015-07-01,ZAR,South Africa,26.0,1.241.455,20.943.167.492.982
2016-01-01,AED,UAE,13.0,3.6731,35.392.447.796.139.500
2016-01-01,ARS,Argentina,33.0,1.380.925,23.897.025.544.472.000
2016-01-01,AUD,Australia,5.3,14.157.287.459.999.900,37.436.550.009.842.000
2016-01-01,BRL,Brazil,13.5,4.0248,335.420.393.559.928
2016-01-01,CAD,Canada,5.84,1.4092,414.419.528.810.673
2016-01-01,CHF,Switzerland,6.5,1.1988,64.432.989.690.721.700
2016-01-01,CLP,Chile,2100.0,715.215,29.361.800.297.812.400
2016-01-01,CNY,China,17.6,6.5582,268.366.320.026.837
2016-01-01,COP,Colombia,7900.0,3253.9,242.785.580.380.467
2016-01-01,CRC,Costa Rica,2150.0,535.25,401.681.457.262.961
2016-01-01,CZK,Czech Republic,75.0,251.442,298.279.523.707.257
2016-01-01,DKK,Denmark,30.0,6.9405,432.245.515.452.777
2016-01-01,EGP,Egypt,16.93,783.005,21.621.828.723.954.400
2016-01-01,EUR,Euro area,3.72,9.302.325.579.999.990,39.990.000.005.998.400
2016-01-01,GBP,Britain,2.89,684.532.977,422.185.650.232.012
2016-01-01,HKD,Hong Kong,19.2,775.235,24.766.683.650.764
2016-01-01,HUF,Hungary,900.0,29.267.905,307.504.073.147.702
2016-01-01,IDR,Indonesia,30500.0,13947.5,218.677.182.290.733
2016-01-01,INR,India,127.0,668.025,19.011.264.548.482.400
2016-01-01,ILS,Israel,16.9,394.105,4.288.197.307.824.060
2016-01-01,JPY,Japan,370.0,118.645,311.854.692.570.273
2016-01-01,KRW,South Korea,4300.0,1197.75,359.006.470.465.456
2016-01-01,LKR,Sri Lanka,350.0,144.05,242.971.190.558.834
2016-01-01,MXN,Mexico,49.0,1.743.675,281.015.670.924.914
2016-01-01,MYR,Malaysia,8.0,4.3925,182.128.628.343.768
2016-01-01,NOK,Norway,46.8,897.465,521.468.803.797.363
2016-01-01,NZD,New Zealand,5.9,1.508.068.165,391.228.999.917.255
2016-01-01,PKR,Pakistan,300.0,104.885,286.027.553.987.701
2016-01-01,PEN,Peru,10.0,3.418,29.256.875.365.710.800
2016-01-01,PHP,Philippines,131.0,470.225,27.859.003.668.456.600
2016-01-01,PLN,Poland,9.6,4.0477,237.171.727.153.692
2016-01-01,RUB,Russia,114.0,74.655,152.702.431.183.444
2016-01-01,SAR,Saudi Arabia,12.0,3.7543,31.963.348.693.498.000
2016-01-01,SGD,Singapore,4.7,143.725,327.013.393.633.675
2016-01-01,SEK,Sweden,45.0,860.185,523.143.277.318.251
2016-01-01,THB,Thailand,112.0,36.22,30.922.142.462.727.700
2016-01-01,TRY,Turkey,10.25,3.1996,340.576.820.839.979
2016-01-01,TWD,Taiwan,69.0,332.315,207.634.322.856.326
2016-01-01,UAH,Ukraine,36.0,23.35,15.417.558.886.509.600
2016-01-01,UYU,Uruguay,113.0,30.185,374.358.124.896.472
2016-01-01,USD,United States,4.93,1.0,4.93
2016-01-01,VND,Vietnam,60000.0,22467.5,26.705.240.903.527.200
2016-01-01,ZAR,South Africa,28.0,1.581.375,17.706.110.188.917.800
2016-07-01,AED,UAE,13.0,3.6731,35.392.447.796.139.500
2016-07-01,ARS,Argentina,50.0,14.935,33.478.406.427.854
2016-07-01,AUD,Australia,5.75,1.335.737.661,43.047.375.003.975.400
2016-07-01,BRL,Brazil,15.5,324.145,478.181.060.944.948
2016-07-01,CAD,Canada,6.0,13.030.000.000.000.000,460.475.825.019.187
2016-07-01,CHF,Switzerland,6.5,9.861,659.162.356.758.949
2016-07-01,CLP,Chile,2300.0,651.12,353.237.498.464.185
2016-07-01,CNY,China,18.6,6.678,27.852.650.494.159.900
2016-07-01,COP,Colombia,8900.0,2929.0,30.385.797.200.409.700
2016-07-01,CRC,Costa Rica,2250.0,546.39,411.793.773.678.142
2016-07-01,CZK,Czech Republic,75.0,2.454.655,30.554.191.933.285.800
2016-07-01,DKK,Denmark,30.0,675.715,443.974.160.703.847
2016-07-01,EGP,Egypt,23.0,887.995,25.901.046.740.128
2016-07-01,EUR,Euro area,3.82,908.306.463,420.562.899.815.015
2016-07-01,GBP,Britain,2.99,758.840.492,39.402.219.985.909.800
2016-07-01,HKD,Hong Kong,19.2,7.7554,24.756.943.549.011
2016-07-01,HUF,Hungary,900.0,2.856.397,315.082.252.221.943
2016-07-01,IDR,Indonesia,31000.0,13112.5,236.415.633.937.083
2016-07-01,INR,India,162.0,67.2,241.071.428.571.429
2016-07-01,ILS,Israel,16.9,385.875,437.965.662.455.458
2016-07-01,JPY,Japan,370.0,106.725,346.685.406.418.365
2016-07-01,KRW,South Korea,4400.0,1140.95,385.643.542.661.817
2016-07-01,LKR,Sri Lanka,530.0,146.2,36.251.709.986.320.000
2016-07-01,MXN,Mexico,44.0,18.535,237.388.724.035.608
2016-07-01,MYR,Malaysia,8.0,4.027,19.865.905.140.303.000
2016-07-01,NOK,Norway,46.8,849.355,551.006.351.878.779
2016-07-01,NZD,New Zealand,6.0,14.213.630.869.999.900,4.221.300.000.595.830
2016-07-01,PKR,Pakistan,375.0,104.82,357.756.153.405.839
2016-07-01,PEN,Peru,10.0,330.585,302.494.063.554.003
2016-07-01,PHP,Philippines,133.0,47.115,28.228.801.867.770.300
2016-07-01,PLN,Poland,9.6,396.565,242.078.852.142.776
2016-07-01,RUB,Russia,130.0,6.340.755,205.022.903.423.961
2016-07-01,SAR,Saudi Arabia,12.0,3.7505,31.995.733.902.146.300
2016-07-01,SGD,Singapore,5.45,1.3577,401.414.156.293.732
2016-07-01,SEK,Sweden,44.94,859.485,5.228.712.542.976.320
2016-07-01,THB,Thailand,119.0,34.965,34.034.034.034.034
2016-07-01,TRY,Turkey,10.75,304.305,353.263.995.005.011
2016-07-01,TWD,Taiwan,69.0,32.029,21.542.976.677.386.100
2016-07-01,UAH,Ukraine,39.0,24.8,15.725.806.451.612.900
2016-07-01,UYU,Uruguay,123.0,30.165,407.757.334.659.373
2016-07-01,USD,United States,05.04,1.0,05.04
2016-07-01,VND,Vietnam,60000.0,22300.0,269.058.295.964.126
2016-07-01,ZAR,South Africa,30.0,1.427.375,210.176.022.418.776
2017-01-01,AED,UAE,13.0,3.673,35.393.411.380.342.900
2017-01-01,ARS,Argentina,55.0,158.575,34.683.903.515.686.600
2017-01-01,AUD,Australia,5.8,13.566.680.230.000.000,427.518.000.105.469
2017-01-01,BRL,Brazil,16.5,322.395,511.794.537.756.479
2017-01-01,CAD,Canada,5.98,13.259.999.999.999.900,450.980.392.156.863
2017-01-01,CHF,Switzerland,6.5,1.0236,6.350.136.772.176.620
2017-01-01,CLP,Chile,2450.0,672.805,364.147.115.434.636
2017-01-01,CNY,China,19.6,6.9266,28.296.711.229.174.500
2017-01-01,COP,Colombia,9900.0,2.994.625,330.592.311.224.277
2017-01-01,CRC,Costa Rica,2250.0,554.33,4.058.954.052.640.120
2017-01-01,CZK,Czech Republic,75.0,2.581.175,290.565.343.302.953
2017-01-01,DKK,Denmark,30.0,710.125,42.246.083.436.014.800
2017-01-01,EGP,Egypt,27.49,18.77,146.457.112.413.426
2017-01-01,EUR,Euro area,3.88,955.246.692,406.177.800.194.884
2017-01-01,GBP,Britain,03.09,82.877.507,37.283.940.020.058.700
2017-01-01,HKD,Hong Kong,19.2,775.595,247.551.879.524.752
2017-01-01,HUF,Hungary,900.0,2.946.172,305.481.146.382.492
2017-01-01,IDR,Indonesia,31000.0,13329.0,232.575.587.065.796
2017-01-01,INR,India,170.0,683.275,248.801.726.976.693
2017-01-01,ILS,Israel,16.9,3.855,438.391.699.092.088
2017-01-01,JPY,Japan,380.0,116.665,32.571.893.884.198.300
2017-01-01,KRW,South Korea,4400.0,1196.45,367.754.607.380.166
2017-01-01,LKR,Sri Lanka,550.0,150.06,366.520.058.643.209
2017-01-01,MXN,Mexico,49.0,219.505,223.229.539.190.451
2017-01-01,MYR,Malaysia,8.0,4.4715,178.910.880.017.891
2017-01-01,NOK,Norway,49.0,864.835,566.582.064.786.925
2017-01-01,NZD,New Zealand,6.0,143.358.899,41.853.000.001.067.200
2017-01-01,PKR,Pakistan,375.0,104.775,35.790.980.672.870.300
2017-01-01,PEN,Peru,11.0,3.3929,32.420.643.107.666.000
2017-01-01,PHP,Philippines,133.0,49.615,268.064.093.520.105
2017-01-01,PLN,Poland,9.6,417.215,230.097.192.095.203
2017-01-01,RUB,Russia,130.0,604.375,215.098.241.985.522
2017-01-01,SAR,Saudi Arabia,12.0,375.065,319.944.542.945.889
2017-01-01,SGD,Singapore,5.6,143.875,389.226.759.339.705
2017-01-01,SEK,Sweden,48.0,912.455,5.260.533.396.167.480
2017-01-01,THB,Thailand,119.0,35.573,334.523.374.469.401
2017-01-01,TRY,Turkey,10.75,391.115,274.855.221.610.012
2017-01-01,TWD,Taiwan,69.0,31.905,216.267.042.783.263
2017-01-01,UAH,Ukraine,42.0,27.235,154.213.328.437.672
2017-01-01,UYU,Uruguay,125.0,28.725,435.161.009.573.542
2017-01-01,USD,United States,05.06,1.0,05.06
2017-01-01,VND,Vietnam,60000.0,22572.0,26.581.605.528.974
2017-01-01,ZAR,South Africa,26.32,139.525,188.640.028.668.697
2017-07-01,AED,UAE,14.0,3.673,381.159.814.865.233
2017-07-01,ARS,Argentina,70.0,169.675,412.553.410.932.665
2017-07-01,AUD,Australia,5.9,1.303.016.483,452.795.500.055.083
2017-07-01,BRL,Brazil,16.5,3.2343,510.156.757.258.139
2017-07-01,CAD,Canada,5.97,1.2823,4.655.696.794.821.800
2017-07-01,CHF,Switzerland,6.5,96.415,674.168.957.112.483
2017-07-01,CLP,Chile,2550.0,663.355,384.409.554.461.789
2017-07-01,CNY,China,19.8,6.7875,29.171.270.718.232
2017-07-01,COP,Colombia,9900.0,3052.16,324.360.452.925.142
2017-07-01,CRC,Costa Rica,2290.0,572.495,400.003.493.480.292
2017-07-01,CZK,Czech Republic,75.0,228.561,32.813.997.138.619.300
2017-07-01,DKK,Denmark,30.0,651.255,460.649.054.517.816
2017-07-01,EGP,Egypt,31.37,17.885,17.539.837.852.949.300
2017-07-01,EUR,Euro area,3.91,875.695.083,44.650.244.998.577.800
2017-07-01,GBP,Britain,3.19,775.885.479,411.143.150.160.695
2017-07-01,HKD,Hong Kong,19.2,7.8115,245.791.461.307.047
2017-07-01,HUF,Hungary,862.0,2.686.239,320.894.752.849.616
2017-07-01,IDR,Indonesia,32126.0,13369.5,240.293.204.682.299
2017-07-01,INR,India,178.0,645.575,27.572.319.250.280.800
2017-07-01,ILS,Israel,16.9,3.5405,4.773.337.099.279.750
2017-07-01,JPY,Japan,380.0,113.06,336.104.723.155.846
2017-07-01,KRW,South Korea,4400.0,1144.65,384.396.977.241.952
2017-07-01,LKR,Sri Lanka,580.0,153.725,377.297.121.483.168
2017-07-01,MXN,Mexico,49.0,1.779.075,275.424.026.530.641
2017-07-01,MYR,Malaysia,8.6,4.2935,20.030.278.327.704.700
2017-07-01,NOK,Norway,49.0,8.2852,591.416.018.925.313
2017-07-01,NZD,New Zealand,6.1,1.376.273.053,443.225.999.862.689
2017-07-01,PKR,Pakistan,375.0,105.15,356.633.380.884.451
2017-07-01,PEN,Peru,10.5,3.2515,32.292.787.944.025.800
2017-07-01,PHP,Philippines,134.0,505.765,26.494.518.205.095.200
2017-07-01,PLN,Poland,10.1,3.7086,27.233.996.656.420.200
2017-07-01,RUB,Russia,137.0,601.369,22.781.353.877.569.300
2017-07-01,SAR,Saudi Arabia,12.0,375.015,31.998.720.051.198
2017-07-01,SGD,Singapore,5.6,1.3777,406.474.559.047.688
2017-07-01,SEK,Sweden,48.97,841.565,581.892.070.131.244
2017-07-01,THB,Thailand,119.0,340.365,34.962.466.763.621.400
2017-07-01,TRY,Turkey,10.75,357.605,300.611.009.353.896
2017-07-01,TWD,Taiwan,69.0,304.775,226.396.522.024.444
2017-07-01,UAH,Ukraine,44.0,25.915,169.785.838.317.577
2017-07-01,UYU,Uruguay,130.0,28.705,4.528.827.730.360.570
2017-07-01,USD,United States,5.3,1.0,5.3
2017-07-01,VND,Vietnam,60000.0,22732.5,263.939.293.962.389
2017-07-01,ZAR,South Africa,30.0,13.27,226.073.850.791.259
2018-01-01,AED,UAE,14.0,3.673,381.159.814.865.233
2018-01-01,ARS,Argentina,75.0,189.375,396.039.603.960.396
2018-01-01,AUD,Australia,5.9,1.253.682.693,470.613.499.966.375
2018-01-01,BRL,Brazil,16.5,3.2279,511.168.251.804.579
2018-01-01,CAD,Canada,6.55,1.2459,5.257.243.759.531.250
2018-01-01,CHF,Switzerland,6.5,96.085,676.484.362.803.768
2018-01-01,CLP,Chile,2600.0,605.935,429.088.928.680.469
2018-01-01,CNY,China,20.4,6.432,317.164.179.104.478
2018-01-01,COP,Colombia,10900.0,2844.12,383.246.839.092.584
2018-01-01,CRC,Costa Rica,2290.0,568.53,402.793.168.346.437
2018-01-01,CZK,Czech Republic,79.0,20.747,380.777.943.799.104
2018-01-01,DKK,Denmark,30.0,6.0827,493.202.031.992.372
2018-01-01,EGP,Egypt,34.21,17.7,19.327.683.615.819.100
2018-01-01,EUR,Euro area,3.95,816.826.629,48.357.874.973.246
2018-01-01,GBP,Britain,3.19,72.285.673,44.130.459.987.555.100
2018-01-01,HKD,Hong Kong,20.5,7.819,262.181.864.688.579
2018-01-01,HUF,Hungary,864.0,25.214.215,34.266.385.053.034.500
2018-01-01,IDR,Indonesia,35750.0,13359.0,26.760.985.103.675.400
2018-01-01,INR,India,180.0,6.386.125,28.186.106.598.289.200
2018-01-01,ILS,Israel,16.5,343.635,480.160.635.558.078
2018-01-01,JPY,Japan,380.0,110.725,34.319.259.426.507.000
2018-01-01,KRW,South Korea,4400.0,1069.25,41.150.339.022.679.500
2018-01-01,LKR,Sri Lanka,580.0,153.8,37.711.313.394.018.100
2018-01-01,MXN,Mexico,48.0,186.635,257.186.486.993.329
2018-01-01,MYR,Malaysia,9.0,39.539.999.999.999.900,227.617.602.427.921
2018-01-01,NOK,Norway,49.0,7.8501,624.195.870.116.304
2018-01-01,NZD,New Zealand,6.2,1.374.664.925,451.019.000.139.252
2018-01-01,PKR,Pakistan,375.0,110.505,33.935.116.058.096.800
2018-01-01,PEN,Peru,10.5,32.119.999.999.999.900,326.899.128.268.991
2018-01-01,PHP,Philippines,134.0,50.725,26.416.954.164.613.100
2018-01-01,PLN,Poland,10.1,340.575,296.557.292.813.624
2018-01-01,RUB,Russia,130.0,56.745,22.909.507.445.589.900
2018-01-01,SAR,Saudi Arabia,12.0,3.7503,31.997.440.204.783.600
2018-01-01,SGD,Singapore,5.8,132.255,438.546.746.814.865
2018-01-01,SEK,Sweden,49.1,8.0188,612.311.068.987.879
2018-01-01,THB,Thailand,119.0,31.95,37.245.696.400.626.000
2018-01-01,TRY,Turkey,10.75,3.8026,28.270.130.963.025.200
2018-01-01,TWD,Taiwan,69.0,29.553,23.347.883.463.607.700
2018-01-01,UAH,Ukraine,47.0,28.715,16.367.752.045.969
2018-01-01,UYU,Uruguay,140.0,28.58,4.898.530.440.867.740
2018-01-01,USD,United States,5.28,1.0,5.28
2018-01-01,VND,Vietnam,65000.0,22711.5,28.619.862.184.355.800
2018-01-01,ZAR,South Africa,30.0,1.225.815,24.473.513.539.971.400
2018-07-01,AED,United Arab Emirates,14.0,367.315,38.114.424.948.613.500
2018-07-01,ARS,Argentina,75.0,27.725,27.051.397.655.545.400
2018-07-01,AUD,Australia,06.05,133.985.395.591.881,451.541.749.999.998
2018-07-01,AZN,Azerbaijan,3.95,170.175,232.114.000.293.815
2018-07-01,BHD,Bahrain,1.2,37.955,31.616.387.827.690.600
2018-07-01,BRL,Brazil,16.9,383.835,44.029.335.521.773.700
2018-07-01,CAD,Canada,6.65,131.235,50.672.457.804.701.500
2018-07-01,CHF,Switzerland,6.5,99.325,654.417.316.889.001
2018-07-01,CLP,Chile,2640.0,651.73,405.075.721.541.129
2018-07-01,CNY,China,20.5,6.622.000.000.000.000,309.574.146.783.449
2018-07-01,COP,Colombia,11900.0,2874.07,414.046.978.674.841
2018-07-01,CRC,Costa Rica,2290.0,567.8,403.311.025.008.806
2018-07-01,CZK,Czech Republic,75.0,2.206.475,339.908.677.868.546
2018-07-01,DKK,Denmark,30.0,6.3591,471.764.872.387.602
2018-07-01,EGP,Egypt,31.37,17.905,17.520.245.741.413
2018-07-01,EUR,Euro area,04.04,8.532.059.212.490.940,4.735.082
2018-07-01,GBP,Britain,3.19,7.538.635.506.973.240,4.231.535
2018-07-01,GTQ,Guatemala,25.0,7.4871,333.907.654.499.072
2018-07-01,HKD,Hong Kong,20.0,784.825,254.833.880.164.368
2018-07-01,HNL,Honduras,85.0,239.926,35.427.590.173.636.900
2018-07-01,HRK,Croatia,21.0,631.275,332.660.092.669.597
2018-07-01,HUF,Hungary,850.0,2.764.302,307.491.728.472.504
2018-07-01,IDR,Indonesia,31500.0,14360.0,219.359.331.476.323
2018-07-01,INR,India,173.0,68.825,251.362.150.381.402
2018-07-01,ILS,Israel,17.0,3.6349,467.688.244.518.419
2018-07-01,JOD,Jordan,1.95,71.005,274.628.547.285.402
2018-07-01,JPY,Japan,390.0,111.25,350.561.797.752.809
2018-07-01,KRW,South Korea,4500.0,1116.0,403.225.806.451.613
2018-07-01,KWD,Kuwait,01.05,3.025,347.107.438.016.529
2018-07-01,LBP,Lebanon,6500.0,1511.0,43.017.868.960.953
2018-07-01,LKR,Sri Lanka,580.0,159.27,36.416.148.678.344.800
2018-07-01,MDL,Moldova,43.0,166.526,25.821.793.593.793.100
2018-07-01,MXN,Mexico,49.0,190.515,257.197.595.989.817
2018-07-01,MYR,Malaysia,8.45,4.0225,210.068.365.444.375
2018-07-01,NIO,Nicaragua,103.0,315.872,326.081.450.714.213
2018-07-01,NOK,Norway,42.0,8.0415,522.290.617.422.123
2018-07-01,NZD,New Zealand,6.2,14.643.432.420.559.400,423.397.999.999.999
2018-07-01,OMR,Oman,01.05,385,27.272.727.272.727.200
2018-07-01,PKR,Pakistan,375.0,121.49,30.866.738.003.127.700
2018-07-01,PEN,Peru,10.5,3.2715,32.095.369.096.744.500
2018-07-01,PHP,Philippines,140.0,53.486.999.999.999.900,26.174.584.478.471.400
2018-07-01,PLN,Poland,10.1,368.695,273.939.163.807.483
2018-07-01,QAR,Qatar,12.0,3.641,329.579.785.773.139
2018-07-01,RON,Romania,9.2,397.325,23.154.848.046.309.700
2018-07-01,RUB,Russia,130.0,6.214.065,209.202.832.606.353
2018-07-01,SAR,Saudi Arabia,12.0,3.7504,319.965.870.307.167
2018-07-01,SGD,Singapore,5.8,135.585,427.775.933.915.994
2018-07-01,SEK,Sweden,51.0,8.7526,5.826.840.024.678.370
2018-07-01,THB,Thailand,119.0,33.17,35.875.791.377.751
2018-07-01,TRY,Turkey,10.75,470.625,228.419.654.714.475
2018-07-01,TWD,Taiwan,69.0,303.725,227.179.191.703.021
2018-07-01,UAH,Ukraine,50.0,26.199,190.846.978.892.324
2018-07-01,UYU,Uruguay,140.0,31.31,447.141.488.342.383
2018-07-01,USD,United States,5.51,1.0,5.51
2018-07-01,VND,Vietnam,65000.0,23039.5,282.124.178.042.058
2018-07-01,ZAR,South Africa,31.0,133.619,232.002.933.714.517
2019-01-01,AED,United Arab Emirates,14.0,367.315,38.114.424.948.613.500
2019-01-01,ARS,Argentina,75.0,37.455,200.240.288.346.015
2019-01-01,AUD,Australia,6.1,14.016.399.187.048.700,4.352.045.000.000.000
2019-01-01,AZN,Azerbaijan,3.95,1.6965,23.283.230.179.781.800
2019-01-01,BHD,Bahrain,1.2,377,318.302.387.267.905
2019-01-01,BRL,Brazil,16.9,371.795,4.545.515.673.960.110
2019-01-01,CAD,Canada,6.77,1.3314,508.487.306.594.562
2019-01-01,CHF,Switzerland,6.5,98.165,6.621.504.609.585.900
2019-01-01,CLP,Chile,2640.0,678.99,38.881.279.547.563.300
2019-01-01,CNY,China,20.9,6.8497,305.122.852.095.712
2019-01-01,COP,Colombia,11900.0,3191.5,372.865.423.781.921
2019-01-01,CRC,Costa Rica,2290.0,606.975,37.728.077.762.675.600
2019-01-01,CZK,Czech Republic,85.0,2.231.165,380.966.893.976.913
2019-01-01,DKK,Denmark,30.0,651.545,460.444.021.518.084
2019-01-01,EGP,Egypt,40.0,17.91,223.338.916.806.253
2019-01-01,EUR,Euro area,04.05,87.248.614.928.238,4.641.907.499.999.990
